date,Ano,Ne
2022-03-29,1.04,8.0
2022-03-30,1.04,8.0
2022-03-31,1.04,8.0
2022-04-01,1.04,8.0
2022-04-02,1.04,8.0
2022-04-03,1.04,8.0
2022-04-04,1.04,8.0
2022-04-05,1.04,8.0
2022-04-06,1.04,8.0
2022-04-07,1.04,8.0
2022-04-08,1.04,8.0
2022-04-09,1.04,8.0
2022-04-10,1.04,8.0
2022-04-11,1.04,8.0
2022-04-12,1.04,8.0
2022-04-13,1.04,8.0
2022-04-14,1.04,8.0
2022-04-15,1.04,8.0
2022-04-16,1.04,8.0
2022-04-17,1.04,8.0
2022-04-18,1.04,8.0
2022-04-19,1.04,8.0
2022-04-20,1.04,8.0
2022-04-21,1.04,8.0
2022-04-22,1.04,8.0
2022-04-23,1.04,8.0
2022-04-24,1.04,8.0
2022-04-25,1.04,8.0
2022-04-26,1.04,8.0
2022-04-27,1.04,8.0
2022-04-28,1.04,8.0
2022-04-29,1.04,8.0
