date,Ano,Ne
2023-02-21,1.04,8.0
2023-02-22,1.04,8.0
2023-02-23,1.04,8.0
2023-02-24,1.04,8.0
2023-02-25,1.04,8.0
2023-02-26,1.04,8.0
2023-02-27,1.04,8.0
2023-03-01,1.04,8.0
2023-03-02,1.04,8.0
2023-03-03,1.04,8.0
2023-03-04,1.04,8.0
2023-03-05,1.04,8.0
2023-03-06,1.04,8.0
2023-03-08,1.04,8.0
2023-03-12,1.04,8.0
2023-03-14,1.04,8.0
2023-03-16,1.04,8.0
2023-03-17,1.04,8.0
2023-03-18,1.04,8.0
2023-03-20,1.04,8.0
2023-03-21,1.04,8.0
2023-03-22,1.04,8.0
2023-03-23,1.04,8.0
2023-03-24,1.04,8.0
2023-03-26,1.04,8.0
2023-03-27,1.04,8.0
2023-03-28,1.04,8.0
