id,name,odd,date
1575961922,Méně než 3.35%,2.01,2023-01-08T04:04:51.040295
1575961923,3.35% a více,1.7,2023-01-08T04:04:51.040295
1575961922,Méně než 3.35%,2.0,2023-01-09T11:05:40.894332
1575961923,3.35% a více,1.7,2023-01-09T11:05:40.894332
1575961922,Méně než 3.35%,2.0,2023-01-09T12:08:55.122394
1575961923,3.35% a více,1.7,2023-01-09T12:08:55.122394
1575961922,Méně než 3.35%,2.0,2023-01-09T16:09:50.565853
1575961923,3.35% a více,1.7,2023-01-09T16:09:50.565853
1575961922,Méně než 3.35%,2.08,2023-01-09T19:07:39.877953
1575961923,3.35% a více,1.65,2023-01-09T19:07:39.877953
1575961922,Méně než 3.35%,2.08,2023-01-09T22:07:53.992110
1575961923,3.35% a více,1.65,2023-01-09T22:07:53.992110
1575961922,Méně než 3.35%,2.13,2023-01-10T22:07:54.129554
1575961923,3.35% a více,1.62,2023-01-10T22:07:54.129554
1575961922,Méně než 3.35%,2.13,2023-01-11T01:37:13.274990
1575961923,3.35% a více,1.62,2023-01-11T01:37:13.274990
1575961922,Méně než 3.35%,2.13,2023-01-11T09:08:06.034053
1575961923,3.35% a více,1.62,2023-01-11T09:08:06.034053
1575961922,Méně než 3.35%,2.13,2023-01-11T12:08:59.596378
1575961923,3.35% a více,1.62,2023-01-11T12:08:59.596378
1575961922,Méně než 3.35%,2.16,2023-01-11T19:07:39.154045
1575961923,3.35% a více,1.6,2023-01-11T19:07:39.154045
1575961922,Méně než 3.35%,2.16,2023-01-12T12:09:35.819976
1575961923,3.35% a více,1.6,2023-01-12T12:09:35.819976
1575961922,Méně než 3.35%,2.16,2023-01-12T16:12:08.938034
1575961923,3.35% a více,1.6,2023-01-12T16:12:08.938034
1575961922,Méně než 3.35%,1.94,2023-01-12T22:07:46.929347
1575961923,3.35% a více,1.75,2023-01-12T22:07:46.929347
1575961922,Méně než 3.35%,1.94,2023-01-13T01:35:11.910110
1575961923,3.35% a více,1.75,2023-01-13T01:35:11.910110
1575961922,Méně než 3.35%,1.94,2023-01-13T12:08:36.133489
1575961923,3.35% a více,1.75,2023-01-13T12:08:36.133489
