id,name,odd,date
1575961918,Méně než 1.85%,1.84,2023-01-08T04:04:51.040295
1575961919,1.85% a více,1.84,2023-01-08T04:04:51.040295
1575961918,Méně než 1.85%,2.0,2023-01-09T11:05:40.894332
1575961919,1.85% a více,1.7,2023-01-09T11:05:40.894332
1575961918,Méně než 1.85%,2.08,2023-01-09T12:08:55.122394
1575961919,1.85% a více,1.65,2023-01-09T12:08:55.122394
1575961918,Méně než 1.85%,2.08,2023-01-09T16:09:50.565853
1575961919,1.85% a více,1.65,2023-01-09T16:09:50.565853
1575961918,Méně než 1.85%,2.08,2023-01-09T19:07:39.877953
1575961919,1.85% a více,1.65,2023-01-09T19:07:39.877953
1575961918,Méně než 1.85%,2.08,2023-01-09T22:07:53.992110
1575961919,1.85% a více,1.65,2023-01-09T22:07:53.992110
1575961918,Méně než 1.85%,2.08,2023-01-10T22:07:54.129554
1575961919,1.85% a více,1.65,2023-01-10T22:07:54.129554
1575961918,Méně než 1.85%,2.08,2023-01-11T01:37:13.274990
1575961919,1.85% a více,1.65,2023-01-11T01:37:13.274990
1575961918,Méně než 1.85%,2.08,2023-01-11T09:08:06.034053
1575961919,1.85% a více,1.65,2023-01-11T09:08:06.034053
1575961918,Méně než 1.85%,2.16,2023-01-11T12:08:59.596378
1575961919,1.85% a více,1.6,2023-01-11T12:08:59.596378
