id,name,odd,date
1583752591,Méně než 67.51%,1.84,2023-01-17T16:08:06.914859
1583752592,67.51% a více,1.84,2023-01-17T16:08:06.914859
1583752591,Méně než 67.51%,1.84,2023-01-17T22:07:41.546629
1583752592,67.51% a více,1.84,2023-01-17T22:07:41.546629
1583752591,Méně než 67.51%,1.84,2023-01-18T09:08:35.189003
1583752592,67.51% a více,1.84,2023-01-18T09:08:35.189003
1583752591,Méně než 67.51%,1.84,2023-01-18T12:08:30.250747
1583752592,67.51% a více,1.84,2023-01-18T12:08:30.250747
1583752591,Méně než 67.51%,1.84,2023-01-18T16:08:08.438417
1583752592,67.51% a více,1.84,2023-01-18T16:08:08.438417
1583752591,Méně než 67.51%,1.84,2023-01-18T22:07:44.796954
1583752592,67.51% a více,1.84,2023-01-18T22:07:44.796954
1583752591,Méně než 67.51%,1.84,2023-01-19T01:38:08.501239
1583752592,67.51% a více,1.84,2023-01-19T01:38:08.501239
1583752591,Méně než 67.51%,1.84,2023-01-19T09:07:59.527422
1583752592,67.51% a více,1.84,2023-01-19T09:07:59.527422
1583752591,Méně než 67.51%,1.84,2023-01-19T12:08:40.885180
1583752592,67.51% a více,1.84,2023-01-19T12:08:40.885180
1583752591,Méně než 67.51%,1.84,2023-01-19T16:08:24.557687
1583752592,67.51% a více,1.84,2023-01-19T16:08:24.557687
1583752591,Méně než 67.51%,1.84,2023-01-19T19:07:36.643784
1583752592,67.51% a více,1.84,2023-01-19T19:07:36.643784
1583752591,Méně než 67.51%,1.84,2023-01-19T22:07:44.827069
1583752592,67.51% a více,1.84,2023-01-19T22:07:44.827069
1583752591,Méně než 67.51%,2.68,2023-01-20T19:07:22.384212
1583752592,67.51% a více,1.4,2023-01-20T19:07:22.384212
1583752591,Méně než 67.51%,2.68,2023-01-20T22:07:34.080200
1583752592,67.51% a více,1.4,2023-01-20T22:07:34.080200
1583752591,Méně než 67.51%,2.68,2023-01-21T09:07:45.201634
1583752592,67.51% a více,1.4,2023-01-21T09:07:45.201634
1583752591,Méně než 67.51%,2.68,2023-01-21T16:07:57.061938
1583752592,67.51% a více,1.4,2023-01-21T16:07:57.061938
1583752591,Méně než 67.51%,2.84,2023-01-21T19:07:13.940423
1583752592,67.51% a více,1.36,2023-01-21T19:07:13.940423
1583752591,Méně než 67.51%,2.84,2023-01-22T04:08:02.536629
1583752592,67.51% a více,1.36,2023-01-22T04:08:02.536629
