date,id,name,odd,event_name,selection_id
2026-09-17T17:52:10,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-17T17:52:10,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-17T10:42:18,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-17T10:42:18,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-16T23:59:08,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-16T23:59:08,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-16T17:52:47,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-16T17:52:47,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-16T10:32:15,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-16T10:32:15,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T23:51:19,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T23:51:19,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T17:50:17,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T17:50:17,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T10:43:53,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T10:43:53,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T00:05:50,2713419987,Ne,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-15T00:05:50,2713419988,Ano,1.82,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-14T18:57:32,2713419987,Ne,1.86,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-14T18:57:32,2713419988,Ano,1.78,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-14T11:19:05,2713419987,Ne,1.86,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-14T11:19:05,2713419988,Ano,1.78,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-13T23:48:12,2713419987,Ne,1.86,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-13T23:48:12,2713419988,Ano,1.78,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-13T17:08:50,2713419987,Ne,1.86,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-13T17:08:50,2713419988,Ano,1.78,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-13T10:50:16,2713419987,Ne,2.03,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-13T10:50:16,2713419988,Ano,1.65,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-12T23:36:17,2713419987,Ne,2.03,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
2026-09-12T23:36:17,2713419988,Ano,1.65,Vítěz Šimetka Ondřej,25-POSITION_PLAYER-a
