date,id,name,odd,event_name,selection_id
2026-09-17T10:42:18,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-17T10:42:18,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-16T23:59:08,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-16T23:59:08,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-16T17:52:47,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-16T17:52:47,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-16T10:32:15,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-16T10:32:15,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T23:51:19,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T23:51:19,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T17:50:17,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T17:50:17,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T10:43:53,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T10:43:53,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T00:05:50,2713288164,Ne,2.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-15T00:05:50,2713288165,Ano,1.4,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-14T18:57:32,2713288164,Ne,2.44,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-14T18:57:32,2713288165,Ano,1.45,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-14T11:19:05,2713288164,Ne,2.11,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-14T11:19:05,2713288165,Ano,1.6,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-13T23:48:12,2713288164,Ne,1.96,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-13T23:48:12,2713288165,Ano,1.7,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-13T17:08:50,2713288164,Ne,1.96,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-13T17:08:50,2713288165,Ano,1.7,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-13T10:50:16,2713288164,Ne,1.75,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-13T10:50:16,2713288165,Ano,1.9,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-12T23:36:17,2713288164,Ne,1.75,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-12T23:36:17,2713288165,Ano,1.9,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-12T16:39:34,2713288164,Ne,1.75,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
2026-09-12T16:39:34,2713288165,Ano,1.9,Vítěz Papoušek Zdeněk,25-POSITION_PLAYER-a
